epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_precision,val_recall,val_f1_score
1,0.3413222717361216,0.848351226993865,0.529403567314148,0.6875,0.6153846153846154,1.0,0.7619047619047619
2,0.2443557555324461,0.8991564417177914,0.3601730465888977,0.8125,0.8571428571428571,0.75,0.8
3,0.19673338006793356,0.9242714723926381,1.9685207605361938,0.5,0.5,1.0,0.6666666666666666
4,0.184130456732826,0.9298312883435583,0.4572066068649292,0.75,0.6666666666666666,1.0,0.8
5,0.1521187810444393,0.9428680981595092,0.6786243915557861,0.625,0.5714285714285714,1.0,0.7272727272727273
6,0.1440519259934045,0.9442101226993865,1.3600192070007324,0.625,0.5714285714285714,1.0,0.7272727272727273
7,0.13046787340948188,0.9507285276073619,1.0048747062683105,0.5625,0.5333333333333333,1.0,0.6956521739130435
8,0.13938586043616746,0.9468941717791411,0.8219022750854492,0.6875,0.6153846153846154,1.0,0.7619047619047619
9,0.1270110667483207,0.950920245398773,0.28728148341178894,0.9375,1.0,0.875,0.9333333333333333
10,0.11812673310286428,0.9543711656441718,0.6048523783683777,0.8125,0.7272727272727273,1.0,0.8421052631578947
11,0.11465835735841763,0.9545628834355828,0.33384376764297485,0.875,0.875,0.875,0.875
12,0.1272451729039473,0.9501533742331288,0.5488308072090149,0.8125,0.7272727272727273,1.0,0.8421052631578947
13,0.12142002680824578,0.9557131901840491,2.320861339569092,0.5,0.5,1.0,0.6666666666666666
14,0.11123658584122277,0.9616564417177914,1.947481393814087,0.5,0.5,1.0,0.6666666666666666
15,0.11224454417367655,0.9555214723926381,0.3766865134239197,0.8125,1.0,0.625,0.7692307692307693
16,0.10268854233293445,0.9629984662576687,0.4482945203781128,0.8125,0.7272727272727273,1.0,0.8421052631578947
17,0.10732263434061244,0.959930981595092,1.823798656463623,0.5,0.5,1.0,0.6666666666666666
18,0.10171658001794405,0.9605061349693251,1.571828842163086,0.5,0.5,1.0,0.6666666666666666
19,0.10468664870488863,0.9603144171779141,1.9296070337295532,0.5,0.5,1.0,0.6666666666666666
20,0.10851870916006755,0.9583972392638037,0.906349778175354,0.6875,0.6153846153846154,1.0,0.7619047619047619
21,0.09744628326841659,0.9628067484662577,2.21803879737854,0.5,0.5,1.0,0.6666666666666666
22,0.10445385851377359,0.9616564417177914,3.003108024597168,0.5,0.5,1.0,0.6666666666666666
23,0.09403586908717829,0.9662576687116564,3.2016215324401855,0.5,0.5,1.0,0.6666666666666666
24,0.0992410536969732,0.9620398773006135,0.1765684187412262,0.875,0.875,0.875,0.875
25,0.1001290016881893,0.9608895705521472,0.26186180114746094,0.8125,0.7272727272727273,1.0,0.8421052631578947
